Table présente Supabase

| table_schema | table_name                  | column_name             | data_type                   | is_nullable | column_default                                  |
| public       | menus                       | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | menus                       | nom                     | text                        | YES         | null                                            |
| public       | menus                       | date                    | date                        | YES         | null                                            |
| public       | menus                       | mama_id                 | uuid                        | YES         | null                                            |
| public       | menus_du_jour               | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | menus_du_jour               | nom                     | text                        | NO          | null                                            |
| public       | menus_du_jour               | date                    | date                        | NO          | null                                            |
| public       | menus_du_jour               | prix_vente_ttc          | numeric                     | YES         | null                                            |
| public       | menus_du_jour               | tva                     | numeric                     | YES         | 5.5                                             |
| public       | menus_du_jour               | created_at              | timestamp without time zone | YES         | now()                                           |
| public       | menus_du_jour               | mama_id                 | uuid                        | YES         | null                                            |
| public       | menus_fiches                | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | menus_fiches                | menu_id                 | uuid                        | YES         | null                                            |
| public       | menus_fiches                | fiche_id                | uuid                        | YES         | null                                            |
| public       | menus_fiches                | quantite                | numeric                     | NO          | 1                                               |
| public       | menus_fiches                | mama_id                 | uuid                        | YES         | null                                            |
| public       | menus_journaliers           | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | menus_journaliers           | date                    | date                        | YES         | null                                            |
| public       | menus_journaliers           | entree_id               | uuid                        | YES         | null                                            |
| public       | menus_journaliers           | plat_id                 | uuid                        | YES         | null                                            |
| public       | menus_journaliers           | dessert_id              | uuid                        | YES         | null                                            |
| public       | menus_journaliers           | cost_total              | numeric                     | YES         | null                                            |
| public       | menus_journaliers           | prix_total              | numeric                     | YES         | null                                            |
| public       | menus_journaliers           | food_cost               | numeric                     | YES         | null                                            |
| public       | menus_journaliers           | user_id                 | uuid                        | YES         | null                                            |
| public       | menus_journaliers           | mama_id                 | uuid                        | YES         | null                                            |
| public       | mouvement_cost_centers      | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | mouvement_cost_centers      | mouvement_id            | uuid                        | YES         | null                                            |
| public       | mouvement_cost_centers      | cost_center_id          | uuid                        | YES         | null                                            |
| public       | mouvement_cost_centers      | quantite                | numeric                     | YES         | null                                            |
| public       | mouvement_cost_centers      | valeur                  | numeric                     | YES         | null                                            |
| public       | mouvement_cost_centers      | mama_id                 | uuid                        | NO          | null                                            |
| public       | mouvement_items             | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | mouvement_items             | mouvement_id            | uuid                        | NO          | null                                            |
| public       | mouvement_items             | product_id              | uuid                        | YES         | null                                            |
| public       | mouvement_items             | quantite                | numeric                     | YES         | null                                            |
| public       | mouvement_items             | mama_id                 | uuid                        | YES         | null                                            |
| public       | mouvements                  | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | mouvements                  | produit_id              | uuid                        | YES         | null                                            |
| public       | mouvements                  | inventaire_id           | uuid                        | YES         | null                                            |
| public       | mouvements                  | quantite                | numeric                     | YES         | null                                            |
| public       | mouvements                  | type                    | text                        | YES         | null                                            |
| public       | mouvements                  | date                    | timestamp without time zone | YES         | now()                                           |
| public       | mouvements                  | mama_id                 | uuid                        | YES         | null                                            |
| public       | mouvements_stock            | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | mouvements_stock            | date                    | timestamp without time zone | YES         | null                                            |
| public       | mouvements_stock            | quantite                | numeric                     | YES         | null                                            |
| public       | mouvements_stock            | produit_id              | uuid                        | YES         | null                                            |
| public       | mouvements_stock            | zone_source             | text                        | YES         | null                                            |
| public       | mouvements_stock            | zone_destination        | text                        | YES         | null                                            |
| public       | mouvements_stock            | mama_id                 | uuid                        | YES         | null                                            |
| public       | mouvements_stock            | type                    | text                        | YES         | null                                            |
| public       | mouvements_stock            | product_id              | uuid                        | YES         | null                                            |
| public       | mouvements_stock            | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | movements                   | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | movements                   | produit_id              | uuid                        | YES         | null                                            |
| public       | movements                   | zone_source             | text                        | YES         | null                                            |
| public       | movements                   | zone_destination        | text                        | YES         | null                                            |
| public       | movements                   | quantite                | numeric                     | YES         | null                                            |
| public       | movements                   | mama_id                 | uuid                        | YES         | null                                            |
| public       | movements                   | date                    | timestamp without time zone | YES         | null                                            |
| public       | movements                   | created_at              | timestamp without time zone | YES         | now()                                           |
| public       | notations                   | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | notations                   | fournisseur_id          | uuid                        | YES         | null                                            |
| public       | notations                   | note                    | numeric                     | YES         | null                                            |
| public       | notations                   | commentaire             | text                        | YES         | null                                            |
| public       | notations                   | mama_id                 | uuid                        | YES         | null                                            |
| public       | notations                   | created_at              | timestamp without time zone | YES         | now()                                           |
| public       | notifications               | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | notifications               | user_id                 | uuid                        | NO          | null                                            |
| public       | notifications               | type_notification       | text                        | NO          | null                                            |
| public       | notifications               | message                 | text                        | NO          | null                                            |
| public       | notifications               | lien_associe            | text                        | YES         | null                                            |
| public       | notifications               | lu                      | boolean                     | YES         | false                                           |
| public       | notifications               | severite                | text                        | YES         | 'info'::text                                    |
| public       | notifications               | module                  | text                        | YES         | null                                            |
| public       | notifications               | mama_id                 | uuid                        | NO          | null                                            |
| public       | notifications               | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | onboarding                  | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | onboarding                  | user_id                 | uuid                        | NO          | null                                            |
| public       | onboarding                  | etape                   | text                        | NO          | null                                            |
| public       | onboarding                  | complete                | boolean                     | YES         | false                                           |
| public       | onboarding                  | completed_at            | timestamp with time zone    | YES         | null                                            |
| public       | onboarding                  | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | parametres                  | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | parametres                  | mama_id                 | uuid                        | NO          | null                                            |
| public       | parametres                  | nom                     | text                        | YES         | null                                            |
| public       | parametres                  | logo                    | text                        | YES         | null                                            |
| public       | parametres                  | contacts                | jsonb                       | YES         | null                                            |
| public       | parametres                  | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | permissions                 | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | permissions                 | user_id                 | uuid                        | YES         | null                                            |
| public       | permissions                 | droit                   | text                        | YES         | null                                            |
| public       | permissions                 | module                  | text                        | YES         | null                                            |
| public       | permissions                 | mama_id                 | uuid                        | YES         | null                                            |
| public       | product_families            | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | product_families            | mama_id                 | uuid                        | NO          | null                                            |
| public       | product_families            | nom                     | text                        | NO          | null                                            |
| public       | product_unites              | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | product_unites              | mama_id                 | uuid                        | NO          | null                                            |
| public       | product_unites              | nom                     | text                        | NO          | null                                            |
| public       | products                    | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | products                    | mama_id                 | uuid                        | NO          | null                                            |
| public       | products                    | nom                     | text                        | NO          | null                                            |
| public       | products                    | famille                 | text                        | YES         | null                                            |
| public       | products                    | unite                   | text                        | YES         | null                                            |
| public       | products                    | actif                   | boolean                     | YES         | true                                            |
| public       | products                    | stock_reel              | numeric                     | YES         | 0                                               |
| public       | products                    | stock_theorique         | numeric                     | YES         | 0                                               |
| public       | products                    | pmp                     | numeric                     | YES         | 0                                               |
| public       | products                    | dernier_prix            | numeric                     | YES         | null                                            |
| public       | products                    | main_supplier_id        | uuid                        | YES         | null                                            |
| public       | products                    | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | profiles                    | id                      | uuid                        | NO          | null                                            |
| public       | profiles                    | username                | text                        | YES         | null                                            |
| public       | profiles                    | created_at              | timestamp without time zone | YES         | now()                                           |
| public       | profiles                    | nom                     | text                        | YES         | null                                            |
| public       | profiles                    | role                    | text                        | YES         | 'manager'::text                                 |
| public       | profiles                    | mama_id                 | uuid                        | YES         | null                                            |
| public       | promotions                  | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | promotions                  | mama_id                 | uuid                        | NO          | null                                            |
| public       | promotions                  | nom                     | text                        | NO          | null                                            |
| public       | promotions                  | date_debut              | date                        | YES         | null                                            |
| public       | promotions                  | date_fin                | date                        | YES         | null                                            |
| public       | promotions                  | description             | text                        | YES         | null                                            |
| public       | promotions                  | actif                   | boolean                     | YES         | true                                            |
| public       | promotions                  | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | recipe_items                | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | recipe_items                | recipe_id               | uuid                        | YES         | null                                            |
| public       | recipe_items                | product_id              | uuid                        | YES         | null                                            |
| public       | recipe_items                | quantite                | numeric                     | YES         | null                                            |
| public       | recipe_items                | mama_id                 | uuid                        | YES         | null                                            |
| public       | recipe_items                | created_at              | timestamp without time zone | YES         | now()                                           |
| public       | recipes                     | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | recipes                     | nom                     | text                        | YES         | null                                            |
| public       | recipes                     | type                    | text                        | YES         | null                                            |
| public       | recipes                     | portions                | numeric                     | YES         | null                                            |
| public       | recipes                     | cout_total              | numeric                     | YES         | null                                            |
| public       | recipes                     | mama_id                 | uuid                        | YES         | null                                            |
| public       | recipes                     | created_at              | timestamp without time zone | YES         | now()                                           |
| public       | requisition_items           | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | requisition_items           | requisition_id          | uuid                        | NO          | null                                            |
| public       | requisition_items           | product_id              | uuid                        | YES         | null                                            |
| public       | requisition_items           | quantite                | numeric                     | YES         | null                                            |
| public       | requisition_items           | mama_id                 | uuid                        | YES         | null                                            |
| public       | requisition_lignes          | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | requisition_lignes          | mama_id                 | uuid                        | NO          | null                                            |
| public       | requisition_lignes          | requisition_id          | uuid                        | NO          | null                                            |
| public       | requisition_lignes          | product_id              | uuid                        | NO          | null                                            |
| public       | requisition_lignes          | quantite                | numeric                     | YES         | null                                            |
| public       | requisition_lignes          | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | requisition_lines           | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | requisition_lines           | requisition_id          | uuid                        | NO          | null                                            |
| public       | requisition_lines           | product_id              | uuid                        | NO          | null                                            |
| public       | requisition_lines           | quantite_demandee       | numeric                     | NO          | null                                            |
| public       | requisition_lines           | quantite_approuvee      | numeric                     | YES         | null                                            |
| public       | requisition_lines           | quantite_fournie        | numeric                     | YES         | null                                            |
| public       | requisition_lines           | unite                   | text                        | YES         | null                                            |
| public       | requisition_lines           | notes                   | text                        | YES         | null                                            |
| public       | requisition_lines           | mama_id                 | uuid                        | NO          | null                                            |
| public       | requisition_lines           | user_id                 | uuid                        | YES         | null                                            |
| public       | requisition_lines           | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | requisition_lines           | updated_at              | timestamp with time zone    | YES         | now()                                           |
| public       | requisitions                | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | requisitions                | requisition_number      | text                        | YES         | null                                            |
| public       | requisitions                | date_requisition        | date                        | NO          | CURRENT_DATE                                    |
| public       | requisitions                | demandeur_id            | uuid                        | YES         | null                                            |
| public       | requisitions                | zone_source_id          | uuid                        | YES         | null                                            |
| public       | requisitions                | zone_destination_id     | uuid                        | YES         | null                                            |
| public       | requisitions                | statut                  | text                        | YES         | 'en_attente'::text                              |
| public       | requisitions                | notes                   | text                        | YES         | null                                            |
| public       | requisitions                | mama_id                 | uuid                        | NO          | null                                            |
| public       | requisitions                | user_id                 | uuid                        | YES         | null                                            |
| public       | requisitions                | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | requisitions                | updated_at              | timestamp with time zone    | YES         | now()                                           |
| public       | roles                       | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | roles                       | mama_id                 | uuid                        | YES         | null                                            |
| public       | roles                       | nom                     | text                        | NO          | null                                            |
| public       | roles                       | actif                   | boolean                     | YES         | true                                            |
| public       | signalements                | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | signalements                | produit_id              | uuid                        | YES         | null                                            |
| public       | signalements                | type                    | text                        | YES         | null                                            |
| public       | signalements                | commentaire             | text                        | YES         | null                                            |
| public       | signalements                | mama_id                 | uuid                        | YES         | null                                            |
| public       | signalements                | created_at              | timestamp without time zone | YES         | now()                                           |
| public       | sous_recette_ingredients    | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | sous_recette_ingredients    | sous_recette_id         | uuid                        | YES         | null                                            |
| public       | sous_recette_ingredients    | produit_id              | integer                     | YES         | null                                            |
| public       | sous_recette_ingredients    | quantite                | numeric                     | NO          | null                                            |
| public       | sous_recette_ingredients    | unite                   | text                        | YES         | null                                            |
| public       | sous_recette_ingredients    | created_at              | timestamp without time zone | YES         | now()                                           |
| public       | sous_recette_ingredients    | mama_id                 | uuid                        | YES         | null                                            |
| public       | sous_recettes               | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | sous_recettes               | nom                     | text                        | NO          | null                                            |
| public       | sous_recettes               | poids_total             | numeric                     | NO          | null                                            |
| public       | sous_recettes               | created_at              | timestamp without time zone | YES         | now()                                           |
| public       | sous_recettes               | total_poids             | numeric                     | YES         | null                                            |
| public       | sous_recettes               | mama_id                 | uuid                        | YES         | null                                            |
| public       | stock_movements             | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | stock_movements             | product_id              | uuid                        | NO          | null                                            |
| public       | stock_movements             | type_mouvement          | text                        | NO          | null                                            |
| public       | stock_movements             | quantite                | numeric                     | NO          | null                                            |
| public       | stock_movements             | zone_id                 | uuid                        | YES         | null                                            |
| public       | stock_movements             | date_mouvement          | timestamp with time zone    | YES         | now()                                           |
| public       | stock_movements             | reference_document_id   | uuid                        | YES         | null                                            |
| public       | stock_movements             | reference_document_type | text                        | YES         | null                                            |
| public       | stock_movements             | notes                   | text                        | YES         | null                                            |
| public       | stock_movements             | user_id                 | uuid                        | YES         | null                                            |
| public       | stock_movements             | mama_id                 | uuid                        | NO          | null                                            |
| public       | stock_movements             | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | stock_movements             | updated_at              | timestamp with time zone    | YES         | now()                                           |
| public       | stocks_boisson              | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | stocks_boisson              | date                    | date                        | NO          | null                                            |
| public       | stocks_boisson              | type                    | text                        | NO          | null                                            |
| public       | stocks_boisson              | categorie               | text                        | NO          | null                                            |
| public       | stocks_boisson              | montant                 | numeric                     | NO          | null                                            |
| public       | stocks_boisson              | created_at              | timestamp without time zone | YES         | now()                                           |
| public       | stocks_boisson              | mama_id                 | uuid                        | YES         | null                                            |
| public       | supplier_products           | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | supplier_products           | product_id              | uuid                        | YES         | null                                            |
| public       | supplier_products           | supplier_id             | uuid                        | YES         | null                                            |
| public       | supplier_products           | mama_id                 | uuid                        | NO          | null                                            |
| public       | supplier_products           | created_at              | timestamp without time zone | YES         | now()                                           |
| public       | supplier_products           | prix_achat              | numeric                     | YES         | null                                            |
| public       | supplier_products           | updated_at              | timestamp with time zone    | YES         | now()                                           |
| public       | suppliers                   | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | suppliers                   | nom                     | text                        | NO          | null                                            |
| public       | suppliers                   | contact_person          | text                        | YES         | null                                            |
| public       | suppliers                   | email                   | text                        | YES         | null                                            |
| public       | suppliers                   | telephone               | text                        | YES         | null                                            |
| public       | suppliers                   | adresse                 | text                        | YES         | null                                            |
| public       | suppliers                   | ville                   | text                        | YES         | null                                            |
| public       | suppliers                   | code_postal             | text                        | YES         | null                                            |
| public       | suppliers                   | pays                    | text                        | YES         | null                                            |
| public       | suppliers                   | notes                   | text                        | YES         | null                                            |
| public       | suppliers                   | mama_id                 | uuid                        | NO          | null                                            |
| public       | suppliers                   | user_id                 | uuid                        | YES         | null                                            |
| public       | suppliers                   | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | suppliers                   | updated_at              | timestamp with time zone    | YES         | now()                                           |
| public       | tache_assignations          | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | tache_assignations          | mama_id                 | uuid                        | NO          | null                                            |
| public       | tache_assignations          | tache_id                | uuid                        | NO          | null                                            |
| public       | tache_assignations          | user_id                 | uuid                        | NO          | null                                            |
| public       | tache_assignations          | statut                  | text                        | YES         | 'à faire'::text                                 |
| public       | tache_assignations          | commentaire             | text                        | YES         | null                                            |
| public       | tache_assignations          | date_realisation        | timestamp with time zone    | YES         | null                                            |
| public       | tache_assignations          | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | taches                      | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | taches                      | mama_id                 | uuid                        | NO          | null                                            |
| public       | taches                      | titre                   | text                        | NO          | null                                            |
| public       | taches                      | description             | text                        | YES         | null                                            |
| public       | taches                      | type                    | text                        | YES         | null                                            |
| public       | taches                      | date_debut              | date                        | YES         | null                                            |
| public       | taches                      | date_fin                | date                        | YES         | null                                            |
| public       | taches                      | actif                   | boolean                     | YES         | true                                            |
| public       | taches                      | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | tasks                       | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | tasks                       | titre                   | text                        | NO          | null                                            |
| public       | tasks                       | description             | text                        | YES         | null                                            |
| public       | tasks                       | date_echeance           | date                        | YES         | null                                            |
| public       | tasks                       | heure_echeance          | time without time zone      | YES         | null                                            |
| public       | tasks                       | priorite                | text                        | YES         | 'moyenne'::text                                 |
| public       | tasks                       | statut                  | text                        | YES         | 'a_faire'::text                                 |
| public       | tasks                       | assigne_a_id            | uuid                        | YES         | null                                            |
| public       | tasks                       | cree_par_id             | uuid                        | YES         | null                                            |
| public       | tasks                       | module_associe          | text                        | YES         | null                                            |
| public       | tasks                       | reference_module_id     | uuid                        | YES         | null                                            |
| public       | tasks                       | recurrence_rule         | text                        | YES         | null                                            |
| public       | tasks                       | recurrence_end_date     | date                        | YES         | null                                            |
| public       | tasks                       | parent_task_id          | uuid                        | YES         | null                                            |
| public       | tasks                       | mama_id                 | uuid                        | NO          | null                                            |
| public       | tasks                       | user_id                 | uuid                        | YES         | null                                            |
| public       | tasks                       | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | tasks                       | updated_at              | timestamp with time zone    | YES         | now()                                           |
| public       | technical_sheet_ingredients | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | technical_sheet_ingredients | technical_sheet_id      | uuid                        | NO          | null                                            |
| public       | technical_sheet_ingredients | product_id              | uuid                        | YES         | null                                            |
| public       | technical_sheet_ingredients | sub_sheet_id            | uuid                        | YES         | null                                            |
| public       | technical_sheet_ingredients | quantite_brute          | numeric                     | NO          | null                                            |
| public       | technical_sheet_ingredients | unite_ingredient        | text                        | NO          | null                                            |
| public       | technical_sheet_ingredients | pertes_parage_percent   | numeric                     | YES         | 0                                               |
| public       | technical_sheet_ingredients | quantite_nette          | numeric                     | YES         | null                                            |
| public       | technical_sheet_ingredients | cout_ingredient         | numeric                     | YES         | null                                            |
| public       | technical_sheet_ingredients | notes                   | text                        | YES         | null                                            |
| public       | technical_sheet_ingredients | ordre                   | integer                     | YES         | 0                                               |
| public       | technical_sheet_ingredients | mama_id                 | uuid                        | NO          | null                                            |
| public       | technical_sheet_ingredients | user_id                 | uuid                        | YES         | null                                            |
| public       | technical_sheet_ingredients | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | technical_sheet_ingredients | updated_at              | timestamp with time zone    | YES         | now()                                           |
| public       | technical_sheet_lignes      | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | technical_sheet_lignes      | mama_id                 | uuid                        | NO          | null                                            |
| public       | technical_sheet_lignes      | fiche_id                | uuid                        | NO          | null                                            |
| public       | technical_sheet_lignes      | product_id              | uuid                        | NO          | null                                            |
| public       | technical_sheet_lignes      | quantite                | numeric                     | NO          | null                                            |
| public       | technical_sheet_lignes      | actif                   | boolean                     | YES         | true                                            |
| public       | technical_sheet_lignes      | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | technical_sheets            | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | technical_sheets            | nom                     | text                        | NO          | null                                            |
| public       | technical_sheets            | reference               | text                        | YES         | null                                            |
| public       | technical_sheets            | type_fiche              | text                        | NO          | 'recette'::text                                 |
| public       | technical_sheets            | category_id             | uuid                        | YES         | null                                            |
| public       | technical_sheets            | description             | text                        | YES         | null                                            |
| public       | technical_sheets            | instructions            | text                        | YES         | null                                            |
| public       | technical_sheets            | nombre_portions         | numeric                     | YES         | 1                                               |
| public       | technical_sheets            | prix_vente_ht           | numeric                     | YES         | null                                            |
| public       | technical_sheets            | tva_vente               | numeric                     | YES         | 10.0                                            |
| public       | technical_sheets            | cout_matiere_total      | numeric                     | YES         | null                                            |
| public       | technical_sheets            | food_cost_percent       | numeric                     | YES         | null                                            |
| public       | technical_sheets            | temps_preparation_min   | integer                     | YES         | null                                            |
| public       | technical_sheets            | actif                   | boolean                     | YES         | true                                            |
| public       | technical_sheets            | image_url               | text                        | YES         | null                                            |
| public       | technical_sheets            | notes_internes          | text                        | YES         | null                                            |
| public       | technical_sheets            | mama_id                 | uuid                        | NO          | null                                            |
| public       | technical_sheets            | user_id                 | uuid                        | YES         | null                                            |
| public       | technical_sheets            | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | technical_sheets            | updated_at              | timestamp with time zone    | YES         | now()                                           |
| public       | transferts                  | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | transferts                  | mama_id                 | uuid                        | YES         | null                                            |
| public       | transferts                  | produit_id              | uuid                        | YES         | null                                            |
| public       | transferts                  | date_transfert          | date                        | NO          | null                                            |
| public       | transferts                  | zone_depart             | character varying           | NO          | null                                            |
| public       | transferts                  | zone_arrivee            | character varying           | NO          | null                                            |
| public       | transferts                  | quantite                | numeric                     | NO          | null                                            |
| public       | transferts                  | motif                   | text                        | YES         | null                                            |
| public       | transferts                  | created_by              | uuid                        | YES         | null                                            |
| public       | transferts                  | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | two_factor_auth             | id                      | uuid                        | NO          | null                                            |
| public       | two_factor_auth             | secret                  | text                        | YES         | null                                            |
| public       | two_factor_auth             | enabled                 | boolean                     | YES         | false                                           |
| public       | two_factor_auth             | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | types_mouvements            | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | types_mouvements            | mama_id                 | uuid                        | NO          | null                                            |
| public       | types_mouvements            | nom                     | text                        | NO          | null                                            |
| public       | types_mouvements            | type                    | text                        | NO          | null                                            |
| public       | types_mouvements            | actif                   | boolean                     | YES         | true                                            |
| public       | types_mouvements            | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | unites                      | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | unites                      | mama_id                 | uuid                        | NO          | null                                            |
| public       | unites                      | nom                     | text                        | NO          | null                                            |
| public       | unites                      | actif                   | boolean                     | YES         | true                                            |
| public       | user_logs                   | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | user_logs                   | mama_id                 | uuid                        | YES         | null                                            |
| public       | user_logs                   | user_id                 | uuid                        | YES         | null                                            |
| public       | user_logs                   | action                  | text                        | NO          | null                                            |
| public       | user_logs                   | details                 | jsonb                       | YES         | null                                            |
| public       | user_logs                   | done_by                 | uuid                        | YES         | null                                            |
| public       | user_logs                   | done_at                 | timestamp with time zone    | YES         | now()                                           |
| public       | users                       | id                      | uuid                        | NO          | null                                            |
| public       | users                       | email                   | text                        | YES         | null                                            |
| public       | users                       | mama_id                 | uuid                        | YES         | null                                            |
| public       | users                       | role                    | text                        | YES         | null                                            |
| public       | users                       | actif                   | boolean                     | YES         | true                                            |
| public       | users                       | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | utilisateurs                | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | utilisateurs                | auth_id                 | uuid                        | NO          | null                                            |
| public       | utilisateurs                | email                   | text                        | YES         | null                                            |
| public       | utilisateurs                | role                    | text                        | YES         | 'utilisateur'::text                             |
| public       | utilisateurs                | mama_id                 | uuid                        | YES         | null                                            |
| public       | utilisateurs                | actif                   | boolean                     | YES         | true                                            |
| public       | utilisateurs                | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | utilisateurs                | updated_at              | timestamp with time zone    | YES         | now()                                           |
| public       | utilisateurs                | access_rights           | jsonb                       | YES         | '{}'::jsonb                                     |
| public       | v_cost_center_monthly       | mama_id                 | uuid                        | YES         | null                                            |
| public       | v_cost_center_monthly       | mois                    | timestamp with time zone    | YES         | null                                            |
| public       | v_cost_center_monthly       | total                   | numeric                     | YES         | null                                            |
| public       | v_cost_center_totals        | mama_id                 | uuid                        | YES         | null                                            |
| public       | v_cost_center_totals        | total                   | numeric                     | YES         | null                                            |
| public       | v_fournisseurs_inactifs     | id                      | uuid                        | YES         | null                                            |
| public       | v_fournisseurs_inactifs     | mama_id                 | uuid                        | YES         | null                                            |
| public       | v_fournisseurs_inactifs     | nom                     | text                        | YES         | null                                            |
| public       | v_fournisseurs_inactifs     | ville                   | text                        | YES         | null                                            |
| public       | v_fournisseurs_inactifs     | actif                   | boolean                     | YES         | null                                            |
| public       | v_fournisseurs_inactifs     | created_at              | timestamp with time zone    | YES         | null                                            |
| public       | v_product_price_trend       | product_id              | uuid                        | YES         | null                                            |
| public       | v_product_price_trend       | mois                    | timestamp with time zone    | YES         | null                                            |
| public       | v_product_price_trend       | prix_moyen              | numeric                     | YES         | null                                            |
| public       | v_products_last_price       | product_id              | uuid                        | YES         | null                                            |
| public       | v_products_last_price       | product_name            | text                        | YES         | null                                            |
| public       | v_products_last_price       | famille                 | text                        | YES         | null                                            |
| public       | v_products_last_price       | unite                   | text                        | YES         | null                                            |
| public       | v_products_last_price       | supplier_id             | uuid                        | YES         | null                                            |
| public       | v_products_last_price       | supplier_name           | text                        | YES         | null                                            |
| public       | v_products_last_price       | last_price              | numeric                     | YES         | null                                            |
| public       | v_products_last_price       | created_at              | timestamp without time zone | YES         | null                                            |
| public       | v_products_last_price       | mama_id                 | uuid                        | YES         | null                                            |
| public       | ventes_boisson              | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | ventes_boisson              | date                    | date                        | NO          | null                                            |
| public       | ventes_boisson              | categorie               | text                        | NO          | null                                            |
| public       | ventes_boisson              | montant_ht              | numeric                     | NO          | null                                            |
| public       | ventes_boisson              | created_at              | timestamp without time zone | YES         | now()                                           |
| public       | ventes_boisson              | mama_id                 | uuid                        | YES         | null                                            |
| public       | ventes_boissons             | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | ventes_boissons             | mama_id                 | uuid                        | YES         | null                                            |
| public       | ventes_boissons             | boisson_id              | uuid                        | YES         | null                                            |
| public       | ventes_boissons             | date_vente              | date                        | NO          | CURRENT_DATE                                    |
| public       | ventes_boissons             | quantite                | integer                     | NO          | null                                            |
| public       | ventes_boissons             | created_by              | uuid                        | YES         | null                                            |
| public       | ventes_boissons             | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | ventes_menu                 | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | ventes_menu                 | produit_id              | integer                     | YES         | null                                            |
| public       | ventes_menu                 | nom_produit             | text                        | NO          | null                                            |
| public       | ventes_menu                 | type_produit            | text                        | YES         | null                                            |
| public       | ventes_menu                 | date                    | date                        | NO          | CURRENT_DATE                                    |
| public       | ventes_menu                 | nombre_ventes           | integer                     | NO          | null                                            |
| public       | ventes_menu                 | prix_vente              | numeric                     | NO          | null                                            |
